;teacher_id;org_id;protocols;protocols_base;protocols_complicated;protocols_targeted;curators;teachers;prot_templates;pupils_mean;satisfaction;wish_to_change;interval_mean;interval_std;scope_m;pupils_m;pupils_d_mean;interactions_m;interactions_d_mean;attention_m;attention_d_mean;vector_interact_m;vector_intention_m;vector_attention_m;scope_m_diff;pupils_m_diff;pupils_d_mean_diff;interactions_m_diff;interactions_d_mean_diff;attention_m_diff;attention_d_diff;vector_interact_m_diff;vector_intention_m_diff;vector_attention_m_diff
170;772;117.0;12;2;7;3;1;1;10;18.0;4.0;1.5;16.0;11.0;0.87;0.47;0.38;0.64;0.38;0.48;0.37;-0.17;-0.01;-0.15;0.010000000000000009;0.019999999999999962;0.010000000000000009;;;0.010000000000000009;0.030000000000000027;;0.03;
171;774;117.0;12;2;6;4;1;1;9;10.75;4.0;1.67;16.0;11.0;0.94;0.55;0.36;0.66;0.36;0.54;0.35;-0.08;0.0;-0.06;-0.010000000000000009;-0.020000000000000018;-0.020000000000000018;;;0.0;0.0;;-0.01;
172;781;112.0;9;1;2;6;1;1;6;26.56;3.75;2.67;17.0;10.0;0.71;0.57;0.35;0.59;0.34;0.6;0.35;-0.03;-0.03;0.01;0.08999999999999997;-0.05999999999999994;-0.02999999999999997;-0.29;-0.02999999999999997;-0.1399999999999999;0.0;0.22000000000000003;0.09;0.07
173;782;112.0;4;2;0;2;1;1;4;28.0;;;15.0;0.0;0.68;0.52;0.33;;;0.62;0.31;;-0.1;;;;;;;;;;;
174;783;112.0;4;4;0;0;1;1;4;22.0;;;19.0;11.0;0.66;;;;;;;;;;;;;;;;;;;
175;784;112.0;10;6;3;1;1;1;6;27.1;3.17;2.33;12.0;10.0;0.76;0.58;0.37;0.66;0.36;0.57;0.36;-0.07;0.01;-0.09;-0.17999999999999994;;;;;;;;;
176;785;112.0;13;3;6;4;2;1;10;30.46;3.75;3.0;9.0;7.0;0.61;0.57;0.35;0.6;0.35;0.62;0.33;-0.02;-0.05;0.04;0.20999999999999996;-0.13;0.020000000000000018;-0.14;0.04999999999999999;-0.09999999999999998;0.02999999999999997;-0.009999999999999998;-0.04;0.04000000000000001
177;786;112.0;12;2;6;4;2;1;9;22.0;3.0;2.86;9.0;8.0;0.64;0.44;0.38;0.62;0.33;0.59;0.34;-0.17;-0.15;-0.04;-0.08000000000000007;-0.040000000000000036;-0.030000000000000027;-0.14;0.04999999999999999;-0.029999999999999916;0.009999999999999953;0.1;0.0;0.13
178;787;112.0;13;6;5;2;1;1;11;28.38;3.88;2.83;13.0;9.0;0.65;0.59;0.35;0.72;0.33;0.63;0.33;-0.13;-0.04;-0.1;-0.15999999999999992;-0.05999999999999994;0.020000000000000018;;;0.0;-0.010000000000000009;;-0.06999999999999999;
179;788;112.0;4;2;0;2;1;1;4;26.5;;;26.0;16.0;0.62;0.58;0.32;;;0.61;0.32;;-0.03;;;;;;;;;;;
180;795;111.0;17;4;7;6;2;1;14;21.88;3.33;2.5;9.0;6.0;0.98;0.61;0.31;0.59;0.35;0.61;0.31;0.0;-0.01;0.0;-0.030000000000000027;-0.010000000000000009;-0.010000000000000009;;;-0.010000000000000009;-0.020000000000000018;;-0.01;
181;796;111.0;17;4;7;6;2;1;13;18.41;3.12;2.33;9.0;6.0;0.95;0.53;0.37;;;0.55;0.37;;-0.02;;0.020000000000000018;0.010000000000000009;0.040000000000000036;;;0.010000000000000009;0.030000000000000027;;0.019999999999999997;
182;797;111.0;17;3;9;5;1;1;12;20.06;3.33;2.0;9.0;4.0;0.85;0.45;0.37;0.46;0.36;0.46;0.36;-0.03;-0.01;-0.02;-0.06000000000000005;0.06;-0.010000000000000009;-0.04999999999999999;-0.03999999999999998;0.03999999999999998;-0.010000000000000009;0.09;0.03;0.04
183;798;111.0;16;8;4;4;1;1;13;25.12;3.25;2.67;10.0;6.0;0.84;0.5;0.29;0.49;0.28;0.46;0.3;0.0;0.05;0.0;-0.10999999999999999;;;;;;;;;
184;799;111.0;14;4;7;3;1;1;10;19.71;3.5;1.67;12.0;12.0;0.76;0.43;0.4;0.45;0.4;0.52;0.4;-0.04;-0.09;0.05;0.06000000000000005;0.020000000000000018;0.0;;;0.040000000000000036;-0.019999999999999962;;-0.010000000000000009;
185;800;111.0;15;4;7;4;1;1;11;15.67;3.75;1.33;11.0;9.0;0.8;0.48;0.39;0.52;0.38;0.5;0.39;-0.03;-0.03;-0.03;0.19000000000000006;-0.08000000000000002;-0.020000000000000018;;;-0.06000000000000005;0.010000000000000009;;-0.009999999999999998;
186;801;111.0;12;3;5;4;1;1;10;20.67;;;9.0;5.0;0.66;0.49;0.38;;;0.54;0.36;;-0.05;;;;;;;;;;;
187;802;111.0;20;5;8;7;1;1;14;17.95;3.25;2.2;9.0;5.0;0.74;0.5;0.36;;;0.52;0.37;;-0.02;;-0.21999999999999997;0.0;0.03999999999999998;;;0.0;0.03999999999999998;;-0.01;
188;804;103.0;5;3;0;2;1;1;5;8.0;3.0;1.0;28.0;2.0;0.94;0.5;0.38;0.63;0.37;0.57;0.36;-0.19;-0.07;-0.05;0.07999999999999996;0.12000000000000005;-0.020000000000000018;;;-0.019999999999999907;0.02999999999999997;;0.15;
189;805;103.0;7;3;2;2;1;1;5;5.71;3.33;3.0;17.0;12.0;0.94;0.67;0.31;0.37;0.22;0.61;0.27;0.13;0.06;-0.12;0.10999999999999999;0.22999999999999998;-0.12999999999999995;;;0.48;0.030000000000000027;;-0.25;
190;807;103.0;6;1;4;1;1;1;6;10.33;2.5;3.5;23.0;14.0;0.81;0.33;0.39;0.53;0.4;0.36;0.39;-0.19;-0.06;-0.17;0.21999999999999997;0.11999999999999997;0.07;-0.010000000000000009;0.06;-0.010000000000000009;0.050000000000000044;0.22999999999999998;0.09;
191;808;103.0;7;2;4;1;1;1;6;8.57;2.33;3.67;19.0;18.0;0.89;0.53;0.37;0.75;0.33;0.55;0.34;-0.26;-0.04;-0.14;0.18000000000000005;0.20999999999999996;-0.010000000000000009;0.09000000000000008;0.010000000000000009;-0.029999999999999916;0.020000000000000018;0.16000000000000003;0.22;
192;812;115.0;11;1;7;3;1;1;9;9.36;3.25;1.67;14.0;12.0;0.96;0.57;0.43;0.73;0.38;0.61;0.42;-0.23;-0.02;-0.21;0.06999999999999995;0.10999999999999999;-0.030000000000000027;-0.10999999999999999;0.07;0.09000000000000008;-0.03999999999999998;0.10999999999999999;0.04;
193;813;115.0;11;1;7;3;1;1;9;8.82;3.67;1.67;13.0;10.0;1.0;0.43;0.39;0.45;0.39;0.43;0.39;-0.09;0.0;-0.07;0.0;0.2;0.02999999999999997;0.19999999999999996;-0.030000000000000027;0.21000000000000002;0.03999999999999998;-0.010000000000000009;0.0;
194;816;116.0;8;2;6;0;1;1;6;5.75;2.8;2.8;21.0;17.0;1.0;0.51;0.25;0.48;0.26;0.47;0.24;0.03;0.02;0.0;0.0;0.12;0.07;0.08000000000000007;0.08000000000000002;;;0.039999999999999994;;
195;817;116.0;9;2;7;0;1;1;6;9.22;2.8;2.8;18.0;10.0;1.0;0.55;0.34;0.51;0.34;0.53;0.35;0.03;0.01;0.01;0.0;0.07999999999999996;0.009999999999999953;0.050000000000000044;-0.02999999999999997;0.08999999999999997;0.040000000000000036;0.039999999999999994;-0.01;
196;818;114.0;17;5;7;5;1;1;12;2.76;3.67;1.78;9.0;7.0;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;
197;820;114.0;18;5;7;6;1;1;11;3.33;3.67;3.0;8.0;6.0;1.0;0.58;0.18;0.44;0.29;0.56;0.16;0.1;0.02;0.02;0.0;0.07999999999999996;-0.31999999999999995;;;0.12;-0.29000000000000004;;-0.04;
198;821;114.0;18;5;7;6;1;1;12;3.72;3.78;2.5;8.0;5.0;1.0;0.43;0.29;0.42;0.17;0.43;0.29;-0.06;0.0;-0.06;0.0;0.13;0.12999999999999998;;;0.13;0.12999999999999998;;0.0;
199;823;114.0;16;5;6;5;1;1;11;2.69;3.38;2.25;9.0;7.0;1.0;0.46;0.04;0.5;0.0;0.46;0.04;0.0;0.0;0.0;0.0;-0.07;0.08;;;-0.07;0.08;;0.0;
200;826;113.0;25;7;11;7;2;1;18;7.12;3.73;1.73;7.0;7.0;0.99;0.51;0.37;0.67;0.35;0.51;0.37;-0.08;0.0;-0.08;-0.020000000000000018;-0.16999999999999998;-0.010000000000000009;;;-0.16999999999999998;-0.010000000000000009;;0.0;
201;827;113.0;19;6;8;5;1;1;17;10.63;4.0;1.67;9.0;7.0;0.98;0.52;0.43;0.6;0.42;0.52;0.43;-0.09;0.0;-0.09;-0.030000000000000027;-0.020000000000000018;0.0;;;-0.020000000000000018;0.0;;0.0;
202;829;113.0;20;6;8;6;1;1;18;8.5;4.0;1.2;8.0;8.0;1.0;0.64;0.38;0.77;0.34;0.64;0.38;-0.06;0.0;-0.06;0.0;-0.08999999999999997;0.030000000000000027;;;-0.08999999999999997;0.030000000000000027;;0.0;
203;830;113.0;14;5;5;4;1;1;14;5.0;;;6.0;6.0;1.0;0.4;0.2;;;0.4;0.2;;0.0;;;;;;;;;;;
204;835;123.0;11;6;5;0;1;1;10;9.55;3.6;1.4;13.0;14.0;0.95;0.55;0.33;0.66;0.34;0.52;0.33;-0.05;0.03;-0.05;-0.09999999999999998;-0.08999999999999997;0.0;;;-0.14;0.010000000000000009;;0.05;
205;836;123.0;13;7;6;0;1;1;11;13.92;3.6;1.4;12.0;12.0;0.94;0.54;0.39;0.59;0.41;0.52;0.39;-0.05;0.01;-0.1;0.13;-0.010000000000000009;-0.02999999999999997;;;0.040000000000000036;-0.02999999999999997;;-0.04;
206;838;123.0;15;7;8;0;1;1;13;9.87;3.43;1.71;9.0;8.0;0.97;0.51;0.35;0.49;0.39;0.53;0.34;0.05;-0.03;0.05;-0.06000000000000005;-0.020000000000000018;-0.07;;;0.030000000000000027;-0.09000000000000002;;-0.05;
207;839;123.0;15;7;8;0;1;1;13;8.4;3.43;1.29;9.0;8.0;0.93;0.35;0.31;0.48;0.36;0.38;0.27;-0.09;-0.04;-0.07;-0.10999999999999999;-0.09000000000000002;-0.07999999999999996;;;-0.040000000000000036;-0.13000000000000003;;-0.049999999999999996;
208;841;125.0;9;2;5;2;1;1;7;14.89;4.0;2.33;20.0;17.0;0.85;0.51;0.4;0.65;0.39;0.57;0.39;-0.13;-0.06;-0.11;0.19999999999999996;-0.020000000000000018;-0.019999999999999962;-0.1399999999999999;0.03999999999999998;-0.13;0.010000000000000009;0.09999999999999999;0.12000000000000001;
209;842;125.0;8;2;4;2;1;1;7;18.62;4.0;2.4;24.0;20.0;0.86;0.6;0.34;0.58;0.35;0.6;0.35;0.01;0.01;0.04;-0.19000000000000006;0.010000000000000009;0.009999999999999953;0.050000000000000044;-0.019999999999999962;-0.030000000000000027;0.019999999999999962;-0.07;0.05;
210;844;125.0;15;5;6;4;1;1;9;13.67;3.62;1.38;10.0;5.0;0.94;0.45;0.35;0.5;0.39;0.46;0.34;-0.05;-0.01;-0.04;-0.04999999999999993;-0.03999999999999998;0.0;-0.08000000000000002;0.0;-0.03999999999999998;-0.019999999999999962;0.049999999999999996;0.0;0.04
211;845;125.0;11;4;4;3;1;1;9;19.09;3.89;1.67;9.0;7.0;0.98;0.54;0.32;0.55;0.35;0.53;0.32;-0.01;0.0;-0.02;0.020000000000000018;0.07999999999999996;-0.04999999999999999;0.04999999999999993;-0.13;0.08999999999999997;-0.04999999999999999;0.04;0.0;0.04
212;849;119.0;4;2;1;1;1;1;3;21.0;;;30.0;15.0;0.86;0.58;0.34;0.57;0.35;0.58;0.35;0.0;0.01;0.0;;;;;;;;;;
213;850;119.0;6;2;3;1;1;1;5;22.33;;;43.0;26.0;1.0;0.55;0.37;0.62;0.33;0.55;0.37;-0.11;0.0;-0.11;0.0;0.06999999999999995;-0.04999999999999999;-0.10000000000000009;0.03999999999999998;0.06999999999999995;-0.04999999999999999;0.21;0.0;0.21
214;852;119.0;6;4;1;1;1;1;5;22.33;2.67;2.67;37.0;35.0;0.52;0.59;0.38;0.62;0.35;0.76;0.32;-0.02;-0.17;0.18;-0.26000000000000006;;;;;;;;;
215;853;119.0;5;2;2;1;1;1;5;21.6;2.0;3.0;51.0;34.0;0.68;0.65;0.38;0.8;0.3;0.74;0.34;-0.12;-0.09;-0.05;-0.38;;;;;;;;;
216;855;119.0;14;0;8;6;1;1;6;10.57;;;14.0;11.0;1.0;0.42;0.2;0.43;0.12;0.38;0.28;0.0;0.0;0.01;0.0;-0.15999999999999998;0.35000000000000003;-0.23999999999999996;0.25;-0.14999999999999997;0.28;-0.05;0.0;-0.07
217;856;119.0;13;1;7;5;1;1;9;15.54;;;14.0;12.0;0.51;0.22;0.2;0.52;0.26;0.36;0.2;-0.04;-0.1;0.01;0.09999999999999998;0.26;0.23;0.13999999999999996;0.21;0.2;0.25;0.049999999999999996;0.03;0.03
218;857;119.0;6;3;3;0;2;1;4;15.83;;;21.0;16.0;0.69;0.54;0.34;0.55;0.36;0.52;0.33;0.01;0.01;-0.01;-0.17000000000000004;0.10999999999999999;0.019999999999999962;0.09999999999999998;0.020000000000000018;0.17000000000000004;0.06;0.01;-0.06;0.1
219;858;119.0;5;2;3;0;2;1;3;10.4;;;21.0;15.0;0.72;0.55;0.39;0.49;0.4;0.48;0.42;-0.01;0.07;-0.07;0.09999999999999998;0.08999999999999997;0.0;0.030000000000000027;0.02999999999999997;0.030000000000000027;0.04999999999999999;0.22999999999999998;0.07;0.14
220;861;119.0;11;4;6;1;1;1;7;19.73;4.0;1.5;16.0;16.0;0.74;0.42;0.35;0.49;0.36;0.47;0.36;-0.06;-0.04;-0.06;-0.15999999999999992;0.0;0.02999999999999997;;;0.04999999999999999;0.010000000000000009;;-0.039999999999999994;
221;862;119.0;10;3;6;1;1;1;6;22.0;4.0;1.5;17.0;17.0;0.73;0.34;0.31;0.46;0.32;0.38;0.33;-0.15;-0.04;-0.12;-0.38;0.04999999999999999;-0.010000000000000009;;;0.10999999999999999;0.030000000000000027;;-0.039999999999999994;
222;866;118.0;1;0;0;1;1;1;1;24.0;;;;;0.54;0.52;0.34;;;0.65;0.36;;-0.13;;;;;;;;;;;
223;867;118.0;6;2;2;2;1;1;5;24.5;3.0;3.2;12.0;7.0;0.67;0.52;0.34;0.53;0.29;0.55;0.32;-0.02;-0.03;0.02;0.4;0.030000000000000027;-0.03999999999999998;;;-0.010000000000000009;-0.010000000000000009;;0.04;
224;869;118.0;6;0;4;2;1;1;4;22.33;3.67;3.25;14.0;8.0;0.51;0.51;0.34;0.61;0.39;0.56;0.39;-0.1;-0.05;-0.03;-0.3;0.020000000000000018;-0.02999999999999997;;;-0.039999999999999925;0.04999999999999999;;0.060000000000000005;
225;870;118.0;5;0;3;2;1;1;4;22.2;4.0;3.0;18.0;10.0;0.74;0.52;0.33;0.61;0.38;0.55;0.35;-0.1;-0.03;-0.05;0.1499999999999999;0.030000000000000027;0.02999999999999997;;;-0.010000000000000009;0.0;;0.03;
226;872;118.0;4;2;1;1;1;1;4;21.5;3.75;1.25;9.0;3.0;0.76;0.48;0.41;0.58;0.41;0.53;0.41;-0.1;-0.05;-0.05;;;;;;;;;;
227;873;118.0;4;2;1;1;1;1;4;20.5;3.75;1.25;10.0;5.0;0.84;0.49;0.41;0.58;0.41;0.53;0.41;-0.09;-0.04;-0.05;;;;;;;;;;
228;875;118.0;17;4;8;5;1;1;13;11.76;3.75;2.62;11.0;6.0;0.97;0.66;0.4;0.67;0.37;0.67;0.4;0.03;-0.01;0.02;-0.040000000000000036;-0.05999999999999994;0.02999999999999997;;;-0.020000000000000018;0.019999999999999962;;-0.04;
229;876;118.0;17;3;6;8;1;1;13;21.06;3.78;2.89;11.0;5.0;0.93;0.64;0.37;0.6;0.4;0.67;0.36;0.08;-0.03;0.08;-0.07999999999999996;0.0;0.020000000000000018;;;0.04999999999999993;-0.020000000000000018;;-0.06;
230;878;118.0;4;1;3;0;1;1;3;9.0;;;8.0;6.0;0.96;0.45;0.31;0.65;0.37;0.45;0.32;-0.2;0.0;;-0.06000000000000005;0.010000000000000009;0.06999999999999995;;;0.010000000000000009;0.06999999999999995;;0.0;
231;879;118.0;5;1;3;1;1;1;4;19.6;4.0;2.0;16.0;15.0;0.84;0.48;0.38;0.7;0.32;0.51;0.32;-0.2;-0.05;-0.09;-0.13;-0.10999999999999999;-0.04999999999999999;;;-0.26999999999999996;0.07;;0.17;
232;883;120.0;9;6;2;1;1;1;7;20.22;4.0;1.75;22.0;11.0;0.94;0.48;0.36;0.42;0.37;0.48;0.36;0.14;0.0;0.14;0.04999999999999993;;;;;;;;;
233;884;120.0;9;6;2;1;1;1;7;21.56;4.0;2.5;22.0;11.0;0.89;0.44;0.35;0.48;0.35;0.44;0.35;0.01;0.0;0.01;0.16999999999999993;;;;;;;;;
234;886;120.0;11;3;3;5;1;1;10;18.18;3.8;1.8;17.0;12.0;0.95;0.78;0.26;0.78;0.26;0.78;0.26;0.01;0.0;0.01;-0.08999999999999997;-0.010000000000000009;0.020000000000000018;-0.040000000000000036;0.05999999999999997;-0.020000000000000018;0.020000000000000018;0.01;0.01;-0.01
235;887;120.0;10;3;2;5;1;1;9;16.2;3.0;2.5;18.0;10.0;0.83;0.47;0.36;0.56;0.36;0.56;0.34;-0.1;-0.09;0.03;0.029999999999999916;0.11000000000000004;0.06;0.029999999999999916;-0.010000000000000009;-0.010000000000000009;0.06;0.19;0.10999999999999999;0.010000000000000002
236;889;120.0;6;3;3;0;1;1;6;17.0;;;20.0;13.0;0.81;0.5;0.32;0.53;0.32;0.5;0.32;-0.03;0.0;0.02;;;;;;;;;;
237;890;120.0;11;5;5;1;1;1;8;24.0;3.83;2.0;19.0;12.0;0.7;0.5;0.38;0.56;0.36;0.55;0.38;-0.06;-0.06;0.03;-0.27;0.06000000000000005;0.03999999999999998;0.12;-0.02999999999999997;-0.020000000000000018;0.03999999999999998;-0.060000000000000005;0.04000000000000001;0.020000000000000004
238;891;126.0;4;1;1;2;1;1;4;15.0;3.25;2.0;12.0;5.0;0.95;0.69;0.4;0.83;0.24;0.74;0.35;-0.17;-0.06;0.0;;;;;;;;;;
239;895;126.0;13;3;7;3;1;1;11;18.15;3.4;2.2;13.0;12.0;0.91;0.46;0.37;0.7;0.34;0.51;0.36;-0.22;-0.05;-0.2;-0.13;-0.06;0.06999999999999995;;;0.020000000000000018;0.04999999999999999;;-0.08;
240;896;126.0;16;5;7;4;1;1;14;19.75;3.0;2.17;11.0;8.0;0.93;0.63;0.35;0.66;0.36;0.64;0.35;-0.04;-0.01;-0.03;-0.06999999999999995;-0.020000000000000018;0.009999999999999953;;;-0.010000000000000009;0.019999999999999962;;-0.01;
241;897;126.0;16;3;7;6;1;1;14;8.0;3.2;2.0;10.0;8.0;0.97;0.84;0.22;0.81;0.23;0.82;0.23;0.11;0.01;0.01;-0.040000000000000036;-0.15000000000000002;0.07;;;-0.05999999999999994;0.04999999999999999;;-0.08;
242;898;126.0;19;5;8;6;1;1;16;12.89;3.75;2.0;9.0;6.0;0.89;0.69;0.37;0.79;0.32;0.72;0.33;0.0;-0.04;0.01;-0.010000000000000009;-0.15000000000000002;0.06;;;-0.12;0.07;;-0.030000000000000002;
243;899;126.0;12;3;4;5;2;1;11;12.33;3.0;2.33;9.0;6.0;0.96;0.73;0.36;0.69;0.39;0.73;0.37;0.03;0.0;0.03;-0.010000000000000009;0.020000000000000018;-0.030000000000000027;;;0.020000000000000018;-0.020000000000000018;;0.0;
244;900;126.0;9;1;5;3;1;1;8;15.89;4.0;1.5;11.0;8.0;0.96;0.67;0.41;0.71;0.38;0.7;0.39;-0.01;-0.03;-0.02;-0.040000000000000036;-0.04999999999999993;0.02999999999999997;;;0.0;0.0;;-0.04;
